華語,台語漢字,臺羅
台灣野牡丹藤,藤野牡丹,T?n-i?-b?o-tan
台灣野牡丹藤,台灣酸跤杆,T?i-u?n-sng-kha-kuann
蘭嶼野牡丹藤,野牡丹藤,I?-b?o-tan-t?n
基尖葉野牡丹,蘭嶼野牡丹,L?n-s?-i?-b?o-tan
基尖葉野牡丹,貓鼠丁根,B?-tsh?-ting-kin
基尖葉野牡丹,基尖葉野牡丹,Ki-tsiam-hio?h-i?-b?o-tan
野牡丹,九螺仔花,K?u-l?-?-hue
野牡丹,埔筆仔,Poo-pit-?
水社野牡丹,九螺仔花,K?u-l?-?-hue
水社野牡丹,山石榴,Suann-sia?h-l?u
水社野牡丹,不留行,Put-l?u-h?ng
水社野牡丹,王不留,?ng-put-l?u
水社野牡丹,王不留行,?ng-put-l?u-h?ng
水社野牡丹,金石榴,Kim-sia?h-l?u
水社野牡丹,埔筆仔,Poo-pit-?
金錦香,地丁,T?-ting
闊葉金錦香,闊葉金錦香,Khuah-hio?h-kim-k?m-hiong
糙葉耳藥花,粗葉金錦香,Tshoo-hio?h-kim-k?m-hiong
台灣厚距花,台灣大蕊野牡丹,T?i-u?n-tu?-lu?-i?-b?o-tan
釘秤花,烏骨雞,Oo-kut-ke
釘秤花,釘秤仔,T?ng-tsh?n-?
釘秤花,萬點金,B?n-ti?m-kim
糊樗,苦株,Kh?o-tu
密毛假黃楊,毛狗冬青,M?o-k?u-tang-tshing
鐵冬青,白銀,Pe?h-g?n
鐵冬青,白銀香,Pe?h-g?n-hiunn
大葉黃楊,七里香,Tshit-l?-hiong
大葉黃楊,四季青,S?-ku?-tshenn
大葉黃楊,扶芳樹,H?-phang-tsh?u
垂絲衛矛,釣花,Ti?-hue
北仲,刺仔木,Tsh?-?-ba?k
北仲,北仲,Pak-ti?ng
蘭嶼裸實,紅頭北仲,?ng-th?u-pak-ti?ng
蘭嶼裸實,北仲,Pak-ti?ng
光枝裸實,北仲,Pak-ti?ng
雷公藤,雷公藤,Lu?-kong-t?n
椆櫟柿寄生,楓寄生,Png-ki?-sinn
山柚,山柑仔,Suann-kam-?
山柚,山柚仔,Suann-?u-?
山柚,常山,Si?ng-san
檀香,白銀香,Pe?h-g?n-hiunn
百蕊草,百蕊草,Pah-lu?-tsh?u
藤胡頹子,羊奶仔,?unn-ling-?
藤胡頹子,羊母奶仔,?unn-b?-ling-?
藤胡頹子,三木黃子,Sann-ba?k-n?g-ts?
宜梧,柿糊,Kh?-k?o
宜梧,宜梧,G?-g?o
小葉黃鱔藤,勾兒茶,Kau-j?-t?
馬甲子,牛犅刺,G?-k?ng-tsh?
馬甲子,石刺仔,Tsio?h-tsh?-?
馬甲子,刺仔,Tsh?-?
馬甲子,烏刺仔,Oo-tsh?-?
桶鉤藤,烏目仔,Oo-ba?k-?
桶鉤藤,桶鉤藤,Th?ng-kau-t?n
雀梅藤,刺門,Tsh?-mn?g
雀梅藤,對角刺,Tu?-kak-tsh?
雀梅藤,牛鬃刺,G?-tsang-tsh?
翼核木,牛叭角,G?-peh-kak
滇刺棗,棗仔,Ts?-?
山葡萄,山葡萄,Suann-p?-t?
廣東山葡萄,田埔茶,Tsh?n-poo-t?
虎葛,五爪龍,G?o-ji?u-l?ng
虎葛,五爪藤,Ng?o-ji?u-t?n
虎葛,五葉梅,G?o-hio?h-mu?
火筒樹,番婆怨,Huan-p?-u?n
火筒樹,番婆灣,Huan-p?-uan
地錦,�Z山虎,Peh-suann-h?o
地錦,�Z牆虎,Peh-tsh?unn-h?o
地錦,紅骨蛇,?ng-kut-tsu?
三腳鱉草,三角鱉,Sann-kak-pih
三腳鱉草,三跤鱉草,Sann-kha-pih-tsh?u
三葉崖爬藤,毒葡萄,To?k-p?-t?
基隆葡萄,基隆葡萄,Ke-l?ng-p?-t?
細本葡萄,細本山葡萄,S?-p?n-suann-p?-t?
葡萄,葡萄,P?-t?
玉山紫金牛,雨傘仔,H?o-su?nn-?
玉山紫金牛,萬兩金,B?n-n?u-kim
珠砂根,火龍珠,Hu?-li?ng-tsu
珠砂根,雨傘仔,H?o-su?nn-?
珠砂根,萬兩金,B?n-n?u-kim
珠砂根,萬龍,B?n-li?ng
珠砂根,鐵雨傘,Thih-h?o-su?nn
台灣百兩金,玉蘭草,Gio?k-l?n-tsh?u
春不老,山豬肉,Suann-ti-bah
樹杞,白無常,Pe?h-b?-si?ng
台灣山桂花,烏樹仔,Oo-tsh?u-?
小葉鐵仔,非洲鐵仔,Hui-tsiu-thih-?
小葉鐵仔,細葉鐵仔,S?-hio?h-thih-?
大明橘,鐵仔,Thih-?
宜昌柿,宜昌柿,G?-tshiong-kh?
軟毛柿,烏材,Oo-ts?i
軟毛柿,烏材仔,Oo-ts?i-?
軟毛柿,烏材柿,Oo-ts?i-kh?
柿,柿仔,Kh?-?
柿,紅柿,?ng-kh?
黃心柿,黃心仔,N?g-sim-?
山柿樹,山豆柿,Suann-t?u-kh?
山紅柿,山柿仔,Suann-kh?-?
台東柿,紅柿,?ng-kh?
人心果,人心果,L?ng-sim-k?
台灣膠木,杆仔,Kuann-?
山欖,石松,Tsio?h-si?ng
山欖,赤鐵,Tshiah-thih
山欖,樹青,Tsh?u-tshenn
降真香,山柑,Suann-kam
降真香,降香,K?ng-hiunn
台灣香檬,山桔仔,Suann-kiat-?
文旦,文旦,B?n-t?n
佛手柑,香柚,Hiunn-?u
椪柑,椪柑,Ph?ng-kam
過山香,番仔香草,Huan-?-hiunn-tsh?u
三腳鱉,百樹仔,Pah-tsh?u-?
臭辣樹,賊仔樹,Tsha?t-?-tsh?u
臭辣樹,漆仔樹,Tshat-?-tsh?u
臭辣樹,山漆,Suann-tshat
山刈葉,山芥菜,Suann-ku?-tsh?i
山刈葉,白馬屎,Pe?h-b?-s?i
金橘,金棗,Kim-ts?
月橘,七里香,Tshit-l?-hiong
月橘,九里香,K?u-l?-hiong
月橘,十里香,Tsa?p-l?-hiong
台灣黃蘗,黃柏,N?g-peh
烏柑,山柑仔,Suann-kam-?
烏柑,山桔仔,Suann-kiat-?
烏柑,常山,Si?ng-san
烏柑,黃瓜,N?g-kue
烏柑,山柑仔,Suann-kam-?
烏柑,烏柑仔,Oo-kam-?
飛龍掌血,細葉黃肉刺,S?-hio?h-n?g-bah-tsh?
飛龍掌血,黃樹根藤,N?g-tsh?u-kin-t?n
食茱萸,大葉刺蔥,Tu?-hio?h-tsh?-tshang
食茱萸,仁刺蔥,J?n-tsh?-tshang
食茱萸,刺江某,Tsh?-kang-b?o
食茱萸,刺蔥,Tsh?-tshang
食茱萸,紅刺蔥,?ng-tsh?-tshang
食茱萸,茱萸,Tsu-j?
秦椒,白胡椒,Pe?h-h?o-tsio
崖椒,黃根,N?g-kin
崖椒,山胡椒,Suann-h?o-tsio
崖椒,白馬尿,Pe?h-b?-ji?
崖椒,雉雞卵,Th?-ke-nn?g
崖椒,雙面刺,Siang-b?n-tsh?
崖椒,鱟跤刺,H?u-kha-tsh?
崖椒,磟碡根,La?k-ta?k-kin
苦樹,苦楝子,Kh?o-l?ng-ts?
橄欖,橄欖,Kann-n?
橄欖,青果,Tshenn-k?
大葉樹蘭,大葉紅,Tu?-hio?h-?ng
樹蘭,秋蘭,Tshiu-l?n
樹蘭,珠蘭,Tsu-l?n
樹蘭,樹蘭花,Tsh?u-l?n-hue
楝,苦楝,Kh?o-l?ng
楝,苦楝樹,Kh?o-l?ng-tsh?u
止宮樹,假茄苳,K?-ka-tang
車桑子,山相思,Suann-siunn-si
龍眼,牛眼,G?-g?ng
龍眼,福眼,Hok-g?ng
龍眼,龍眼,L?ng-g?ng
龍眼,桂圓,Ku?-?nn
賽欒華,假欒樹,K?-lu?n-tsh?u
苦苓舅,台灣欒樹,T?i-u?n-lu?n-tsh?u
苦苓舅,菝仔雞油,Pa?t-?-ke-?u
荔枝,荔枝,N?i-tsi
番龍眼,番仔龍眼,Huan-?-l?ng-g?ng
無患子,目浪樹,Ba?k-l?ng-tsh?u
無患子,黃目仔,N?g-ba?k-?
無患子,欒樹,Lu?n-tsh?u
無患子,目欏,Ba?k-l?
山豬肉,山豬肝,Suann-ti-kuann
筆羅子,伯勞仔,Pit-l?-?
芒果,檬果,B?ng-k?
芒果,檨仔,Su?inn-?
黃連木,爛心,L?n-sim
黃連木,爛心木,Nu?-sim-bo?k
台灣藤漆,野葛,I?-kuah
羅氏鹽膚木,埔鹽,Poo-i?m
羅氏鹽膚木,山埔鹽,Suann-poo-i?m
羅氏鹽膚木,山鹽青,Suann-i?m-tshenn
羅氏鹽膚木,鹽東花,I?m-tang-hue
木蠟樹,山漆仔,Suann-tshat-?
木蠟樹,黃心仔,N?g-sim-?
木蠟樹,漆仔樹,Tshat-?-tsh?u
木蠟樹,臭毛漆樹,Tsh?u-m?o-tshat-tsh?u
木蠟樹,漆七樹,Tshat-tshit-tsh?u
木蠟樹,山賊仔,Suann-tsha?t-?
野漆樹,山漆,Suann-tshat
漆樹,漆樹,Tshat-tsh?u
漆樹,漆,Tshat
台東漆樹,仙桃樹,Sian-th?-tsh?u
樟葉槭,飛蛾仔樹,Pue-ia?h-?-tsh?u
青楓,雞柔,Ke-j?u
山香圓,山桂花,Suann-ku?-hue
山香圓,山香櫞,Suann-hiunn-?nn
揚波,山埔姜,Suann-poo-kiunn
揚波,水埔姜,Tsu?-poo-kiunn
揚波,白埔姜,Pe?h-poo-kiunn
流蘇樹,茶葉樹,T?-hio?h-tsh?u
流蘇樹,鐵樹,Thih-tsh?u
白雞油,山苦楝,Suann-kh?o-l?ng
白雞油,白雞油樹,Pe?h-ke-?u-tsh?u
台灣梣,白雞油,Pe?h-ke-?u
台灣梣,柯塗,Kho-th?o
山素英,白茉莉,Pe?h-ba?k-l?
茉莉花,茉莉,Ba?k-l?
日本女貞,冬青木,Tang-tshing-bo?k
紅頭李欖,白皮仔,Pe?h-phu?-?
木犀,桂花,Ku?-hue
異葉型木犀,刺格,Tsh?-keh
銳葉木犀,山桂花,Suann-ku?-hue
海檬果,山檨仔,Suann-su?inn-?
海檬果,海檨仔,H?i-su?inn-?
海檬果,猴歡喜,K?u-huann-h?
乳藤,山豬母奶,Suann-ti-b?-lin
夾竹桃,桃竹,Th?-tik
緬梔,番仔花,Huan-?-hue
緬梔,雞卵花,Ke-nn?g-hue
羅膚木,山胡椒,Suann-h?o-tsio
羅膚木,山馬蹄,Suann-b?-t?
羅膚木,羅膚木,L?-hu-bo?k
金龍花,金龍花,Kim-li?ng-hue
馬蹄花,山馬茶,Suann-b?-t?
馬蹄花,馬茶花,B?-t?-hue
台灣白花藤,鹽酸仔藤,I?m-sng-?-t?n
馬利筋,尖尾鳳,Tsiam-bu?-h?ng
馬利筋,芳草花,Phang-tsh?u-hue
風不動,風不動,Hong-put-t?ng
羊角藤,羊角藤,?unn-kak-t?n
羊角藤,武靴藤,B?-hia-t?n
毬蘭,毬蘭,K?u-l?n
毬蘭,鱸鰻魚,L?o-mu?-h?
小葉雞納樹,金雞納樹,Kim-ke-n?-tsh?u
咖啡樹,咖啡樹,Ka-pi-tsh?u
伏牛花,虎刺,H?o-tsh?
山黃梔,山黃梔,Suann-n?g-kinn
山黃梔,山梔,Suann-kinn
山黃梔,黃梔仔,N?g-kinn-?
山黃梔,薝蔔,Si?m-po?k
黃梔,黃梔,N?g-kinn
黃梔,黃梔仔花,N?g-ki-?-hue
葛塔德木,欖仁舅,L?m-j?n-k?
脈耳草,瓜仔草,Kue-?-tsh?u
脈耳草,瓜子草,Kue-ts?-tsh?u
繖花龍吐珠,定經草,T?ng-king-tsh?u
繖花龍吐珠,珠仔草,Tsu-?-tsh?u
繖花龍吐珠,龍吐珠,L?ng-th?o-tsu
定經草,定經草,T?ng-king-tsh?u
定經草,珠仔草,Tsu-?-tsh?u
狗骨消,狗骨消,K?u-kut-siau
白果雞屎樹,鐵葉蘭,Thih-hio?h-l?n
檄樹,水冬瓜,Tsu?-tang-kue
檄樹,椿根,Tshun-kin
傘花樹,牛角藤,G?-kak-t?n
傘花樹,羊角藤,?unn-kak-t?n
玉葉金花,紅心穿山龍,?ng-sim-tshng-suann-l?ng
毛玉葉金花,白梅,Pe?h-mu?
欖仁舅,欖仁舅,L?m-j?n-k?
牛皮凍,雞屎藤,Ke-s?i-t?n
牛皮凍,白雞屎藤,Pe?h-ke-s?i-t?n
牛皮凍,紅雞屎藤,?ng-ke-s?i-t?n
牛皮凍,紅骨蛇,?ng-kut-tsu?
牛皮凍,仁骨蛇,J?n-kut-tsu?
蘭嶼九節木,薯榔柴仔,Ts?-nn?g-tsh?-?
九節木,牛屎烏,G?-s?i-oo
九節木,青龍吐霧,Tshenn-l?ng-th?o-b?
九節木,厚肉仔,K?u-bah-?
九節木,烏無常,Oo-b?-si?ng
拎壁龍,風不動,Hong-put-t?ng
拎壁龍,狂風不動,K?ng-hong-put-t?ng
拎壁龍,風不動藤,Hong-put-t?ng-t?n
拎壁龍,拑壁龍,Kh?nn-piah-l?ng
茜草樹,龍蝦,L?ng-h?
對面花,山石榴,Suann-sia?h-l?u
對面花,刺仔,Tsh?-?
對面花,刺仔子,Tsh?-?-ts?
對面花,刺仔心,Tsh?-?-sim
紅藤仔草,紅藤仔草,?ng-t?n-?-tsh?u
紅藤仔草,過山龍,Ku?-suann-l?ng
金劍草,金劍草,Kim-ki?m-tsh?u
水團花,山王梨,Suann-?ng-l?i
水團花,山冬瓜,Suann-tang-kue
水團花,梨仔,L?i-?
狗骨仔,狗骨仔,K?u-kut-?
倒吊風藤,鉤藤,Kau-t?n
倒吊風藤,倒吊風藤,T?-ti?u-hong-t?n
恆春鉤藤,鉤藤,Kau-t?n
水金京,水金京,Tsu?-kim-king
水金京,水魂仔,Tsu?-h?n-?
水金京,水金定,Tsu?-kim-t?ng
呂宋水錦樹,紅柴,?ng-tsh?
水錦樹,紅木,?ng-bo?k
山菜豆,山菜豆,Suann-tsh?i-t?u
山菜豆,山苦楝,Suann-kh?o-l?ng
山菜豆,苦楝舅,Kh?o-l?ng-k?
海茄苳,海茄苳,H?i-ka-tang
海茄苳,海茄朾,H?i-ka-tiann
海茄苳,海茄藤,H?i-ka-t?n
紫珠,粗糠仔,Tshoo-khng-?
杜虹花,粗糠花,Tshoo-khng-hue
杜虹花,大丁黃,Tu?-ting-h?ng
杜虹花,山檳榔,Suann-pin-nn?g
杜虹花,毛將軍,M?o-tsiong-kun
杜虹花,白粗糠仔,Pe?h-tshoo-khng-?
鬼紫珠,人面葉,L?ng-b?n-hio?h
細葉紫珠,紅面將軍,?ng-b?n-tsiong-kun
細葉紫珠,紅毛將軍,?ng-m?o-tsiong-kun
大青,大青,Tu?-tshenn
大青,埔草樣,Poo-tsh?u-h?unn
大青,臭腥,Tsh?u-tsh?nn
大青,臭腥公,Tsh?u-tsh?nn-kong
大青,搖囝菜,I?-ki?nn-tsh?i
大青,雞?胎,Ke-kak-thai
大青,觀音草,Kuan-im-tsh?u
苦林盤,苦林盤,Kh?o-n?-pu?nn
苦林盤,苦樹,Kh?o-tsh?u
苦林盤,許樹,Kh?o-tsh?u
龍船花,龍船花,L?ng-ts?n-hue
龍船花,顛婆花,Tian-p?-hue
金露花,苦林盤,Kh?o-n?-pu?nn
鴨舌�^,鴨喙桮?,Ah-tshu?-pe-h?ng
鴨舌�^,鴨舌?,Ah-tsi?h-h?ng
鴨舌�^,鴨喙?,Ah-tshu?-h?ng
臭黃荊,鯽魚膽,Tsit-h?-t?nn
臭娘子,牛骨仔,G?-kut-?
臭娘子,厚殼仔,K?u-khak-?
臭娘子,牛骨仔樹,G?-kut-?-tsh?u
柚木,柚木,?u-bo?k
柚木,麻栗樹,Mu?-li?k-tsh?u
馬鞭草,馬鞭草,B?-pian-tsh?u
馬鞭草,茶米草,T?-b?-tsh?u
馬鞭草,鐵馬鞭,Thih-b?-pinn
馬鞭草,鐵釣竿,Thih-ti?-kuann
黃荊,埔姜仔,Poo-kiunn-?
黃荊,埔姜茶,Poo-kiunn-t?
黃荊,毋驚荊,M?-kiann-king
黃荊,毋驚茶,M?-kiann-t?
山埔姜,烏甜仔,Oo-tinn-?
山埔姜,烏甜仔菜,Oo-tinn-?-tsh?i
山埔姜,烏甜仔葉,Oo-tinn-?-hio?h
山埔姜,烏甜仔樹,Oo-tinn-?-tsh?u
山埔姜,麻仔,Mu?-?
山埔姜,對面烏,Tu?-b?n-oo
山埔姜,山埔姜,Suann-poo-kiunn
山埔姜,埔姜,Poo-kiunn
海埔姜,海埔姜,H?i-poo-kiunn
海埔姜,白埔姜,Pe?h-poo-kiunn
海埔姜,蔓荊子,B?n-king-ts?
威靈仙,威靈仙,Ui-l?ng-sian
威靈仙,威侯仙,Ui-h?o-sian
柱果鐵線蓮,台灣女萎,T?i-u?n-l?-ui
毛茛,毛茛,M?o-k?n
毛茛,金鳳花,Kim-h?ng-hue
水辣菜,毛茛,M?o-k?n
水辣菜,鱉仔草,Pih-?-tsh?u
芡,芡實,Khi?m-si?t
蓮,蓮花,Li?n-hue
睡蓮,子午蓮,Ts?-ng?o-li?n
台灣木通,蓪草,Thong-tsh?
橢圓葉石月,野人瓜,I?-l?ng-kue
樟葉木防己,烏藥,Oo-io?h
蓬萊藤,哈仔藤,Ha-?-t?n
玉朕葛藤,大還魂,Tu?-hu?n-h?n
玉朕葛藤,倒地拱,T?-t?-ki?ng
千金藤,倒吊?,T?-ti?u-h?ng
千金藤,犁壁草,L?-piah-tsh?u
千金藤,犁壁藤,L?-piah-t?n
石蟾蜍,大還魂,Tu?-hu?n-h?n
石蟾蜍,吊葫蘆,Ti?u-h?o-l?o
石蟾蜍,倒地?,T?-tu?-kh?ng
石蟾蜍,蟾蜍薯,Si?m-s?-ts?
十大功勞,鳥鼠仔刺,Ni?u-tsh?-?-tsh?
十大功勞,十大功勞,Tsa?p-tu?-kong-l?
十大功勞,黃心仔,N?g-sim-?
瓜葉馬兜鈴,本黃藤,P?n-n?g-t?n
瓜葉馬兜鈴,青木香,Tshenn-ba?k-hiunn
瓜葉馬兜鈴,黃藤,N?g-t?n
瓜葉馬兜鈴,木香,Ba?k-hiunn
彩花馬兜鈴,棉布花,M?-p?o-hue
彩花馬兜鈴,薰吹花藤,Hun-tshue-hue-t?n
台灣馬兜鈴,天仙藤,Thian-sian-t?n
台灣馬兜鈴,木香,Ba?k-hiunn
台灣馬兜鈴,本天仙藤,P?n-thian-sian-t?n
台灣馬兜鈴,地黃蒲,T?-n?g-p?o
台灣馬兜鈴,野黃參,I?-n?g-sim
台灣馬兜鈴,痢藥草,L?-io?h-tsh?u
台灣馬兜鈴,藤薯,T?n-ts?
台灣馬兜鈴,痧藥,Sua-io?h
白斑細辛,紫葉細辛,Ts?-hio?h-s?-sin
下花細辛,大花細辛,Tu?-hue-s?-sin
下花細辛,馬蹄香,B?-t?-hiunn
下花細辛,細辛,S?-sin
裡紫細辛,白斑細辛,Pe?h-pan-s?-sin
裡紫細辛,紫葉細辛,Ts?-hio?h-s?-sin
大花細辛,馬蹄香,B?-t?-hiunn
大花細辛,細辛,S?-sin
大屯細辛,小屯細辛,Si?-t?n-s?-sin
椒草,山椒,Suann-tsio
椒草,山椒草,Suann-tsio-tsh?u
荖葉,荖花,L?u-hue
荖葉,荖葉,L?u-hio?h
荖葉,扶留藤,H?-l?u-t?n
荖葉,荖藤,L?u-t?n
荖葉,蔞藤,L?o-t?n
風藤,大風藤,Tu?-hong-t?n
風藤,南風藤,L?m-hong-t?n
風藤,真風藤,Tsin-hong-t?n
風藤,荖藤,L?u-t?n
風藤,風藤,Hong-t?n
恆春風藤,番仔荖葉,Huan-?-l?u-hio?h
台灣胡椒,大圓葉胡椒,Tu?-?nn-hio?h-h?o-tsio
蕺菜,九節蓮,K?u-tsat-li?n
蕺菜,手藥,Tsh?u-io?h
蕺菜,岑草,G?m-tsh?u
蕺菜,狗貼耳,K?u-tah-h?nn
蕺菜,臭腥草,Tsh?u-tsh?nn-tsh?u
蕺菜,臭臊草,Tsh?u-tsho-tsh?u
蕺菜,魚臊草,H?-tsho-tsh?u
三白草,水荖草,Tsu?-l?u-tsh?u
台灣及己,四季春,S?-ku?-tshun
台灣及己,四葉蓮,S?-hio?h-li?n
草珊瑚,九節茶,K?u-tsat-t?
草珊瑚,五節九層塔,G?o-tsat-k?u-ts?n-thah
草珊瑚,牛膝頭,G?u-tshik-th?u
草珊瑚,竹節草,Tik-tsat-tsh?u
草珊瑚,竹節茶,Tik-tsat-t?
草珊瑚,珊瑚,San-?o
草珊瑚,紅果金粟蘭,?ng-k?-kim-siok-l?n
草珊瑚,接骨木,Tsiap-kut-ba?k
草珊瑚,接骨金粟蘭,Tsiap-kut-kim-siok-l?n
伏莖紫菫,伏生紫菫,Ho?k-sing-ts?-k?n
伏莖紫菫,基隆紫菫,Ke-l?ng-ts?-k?n
刻葉紫菫,紫花魚燈草,Ts?-hue-h?-ting-tsh?u
刻葉紫菫,紫菫,Ts?-k?n
黃菫,深山紫菫,Tshim-suann-ts?-k?n
黃菫,深山黃菫,Tshim-suann-n?g-k?n
凹子黃菫,高嶺紫菫,Ko-ni?-ts?-k?n
鬼罌粟,大花罌粟,Tu?-hue-ing-sik
鬼罌粟,宿根罌粟,Siok-kin-ing-sik
虞美人,舞草,B?-tsh?u
虞美人,麗春花,L?-tshun-hue
虞美人,虞美人,G?-b?-j?n
薺,薺草,Ts?-tsh?u
阿玉碎米薺,阿玉薺菜,A-gio?k-ts?-tsh?i
高山碎米薺,阿里山碎米薺,A-l?-san-tshu?-b?-ts?
高山碎米薺,阿里山薺菜,A-l?-san-ts?-tsh?i
蔊菜,細葉碎米薺,S?-hio?h-tshu?-b?-ts?
蔊菜,碎米薺,Tshu?-b?-ts?
水花菜,狹葉碎米薺,E?h-hio?h-tshu?-b?-ts?
日本蔊菜,日本碎米薺,Ji?t-p?n-tshu?-b?-ts?
台灣碎米薺,台灣薺菜,T?i-u?n-ts?-tsh?i
台灣碎米薺,台灣蔊草,T?i-u?n-h?n-tsh?u
台灣假山葵,台灣山花菜,T?i-u?n-suann-hue-tsh?i
台灣假山葵,台灣山蕍菜,T?i-u?n-suann-j?-tsh?i
台灣假山葵,台灣灰斑草,T?i-u?n-hue-pan-tsh?u
臭濱芥,臭薺,Tsh?u-ts?
葶藶,山芥菜,Suann-ku?-tsh?i
葶藶,白骨山芥菜,Pe?h-kut-suann-ku?-tsh?i
葶藶,風花菜,Hong-hua-tsh?i
葶藶,麥藍菜,Be?h-n?-tsh?i
葶藶,山芥菜,Suann-ku?-tsh?i
台灣抪娘蒿,水蒜芥,Tsu?-su?n-ku?
粟米草,出世老草,Tshut-s?-l?u-tsh?u
粟米草,朱子草,Tsu-ts?-tsh?u
粟米草,柚仔人,?u-?-l?ng
粟米草,鐵鉤草,Thih-kau-tsh?u
無心菜,台灣無心菜,T?i-u?n-b?-sim-tsh?i
無心菜,台灣小無心菜,T?i-u?n-si?-b?-sim-tsh?i
無心菜,鵝毋食草,G?o-m?-tsia?h-tsh?u
卷耳,婆婆指甲草,P?-p?-ts?ng-kah-tsh?u
細葉卷耳,台灣捲耳,T?i-u?n-k?g-h?nn
高山卷耳,塔山捲耳,Thah-suann-k?g-h?nn
長萼瞿麥,山石竹,Suann-tsio?h-tik
長萼瞿麥,山瞿麥,Suann-kh?-be?h
台灣瞿麥,台灣石竹,T?i-u?n-tsio?h-tik
荷蘭豆草,水冰片,Tsu?-ping-ph?nn
荷蘭豆草,水雞草,Su?-ke-tsh?u
荷蘭豆草,水藍青,Tsu?-n?-tshenn
荷蘭豆草,穿線蛇,Tshng-su?nn-tsu?
荷蘭豆草,荷奶豆草,H?-lin-t?u-tsh?u
荷蘭豆草,荷蘭豆草,H?-l?n-t?u-tsh?u
荷蘭豆草,菁芳草,Tshenn-hong-tsh?u
荷蘭豆草,對葉蓮,Tu?-hio?h-li?n
剪夏羅,碎剪羅,Tshu?-tsi?n-l?
三脈種阜草,叢立繁縷,Ts?ng-li?p-hu?n-l?
瓜槌草,玉山漆姑草,Gio?k-suann-tshat-koo-tsh?u
瓜槌草,漆姑草,Tshat-koo-tsh?u
大瓜槌草,小漆姑草,Si?-tshat-koo-tsh?u
大瓜槌草,海漆姑草,H?i-tshat-koo-tsh?u
蠅子草,古棉草,K?o-m?-tsh?u
蠅子草,掠蟲古棉草,Lia?h-th?ng-k?o-m?-tsh?u
蠅子草,野蠓仔草,I?-b?ng-?-tsh?u
台灣蠅子草,森氏古棉草,Sim-s?-k?o-m?-tsh?u
台灣蠅子草,霧社古棉草,B?-si?-k?o-m?-tsh?u
玉山蠅子草,玉山女婁草,Gio?k-suann-l?-l?o-tsh?u
玉山蠅子草,玉山剪春羅,Gio?k-suann-tsi?n-tshun-l?
玉山蠅子草,囊女婁菜,L?ng-l?-l?o-tsh?i
天篷草,吳檀,G?o-tu?nn
天篷草,雀舌草,Tshiok-sia?t-tsh?u
鵝兒腸,雞腸草,Ke-tn?g-tsh?u
繁縷,鵝腸菜,G?-tn?g-tsh?i
小花繁縷,姬小繁縷,Ki-si?-hu?n-l?
賽繁縷,吳檀,G?o-tu?nn
賽繁縷,雀舌草,Tshiok-sia?t-tsh?u
網脈繁縷,網葉繁縷,B?ng-hio?h-hu?n-l?
疏花繁縷,永澤氏繁縷,?ng-ti?k-s?-hu?n-l?
疏花繁縷,粗毛繁縷,Tshoo-m?o-hu?n-l?
海馬齒,馬齒莧,B?-kh?-h?ng
海馬齒,濱水菜,Pin-tsu?-tsh?i
海馬齒,濱馬齒莧,Pin-b?-kh?-h?ng
番杏,番杏,Huan-h?ng
假海馬齒,節花海馬齒莧,Tsat-hue-h?i-b?-kh?-h?ng
大花馬齒莧,五色草,Ng?o-sik-tsh?u
大花馬齒莧,午時草,G?o-s?-tsh?u
大花馬齒莧,日照草,Ji?t-tsi?u-tsh?u
大花馬齒莧,刺塔,Tsh?-thah
大花馬齒莧,松葉牡丹,Si?ng-hio?h-b?o-tan
大花馬齒莧,豬母奶,Ti-b?-ling
大花馬齒莧,豬母草,Ti-b?-tsh?u
大花馬齒莧,豬母菜,Ti-b?-tsh?i
馬齒莧,長命菜,Tn?g-mi?-tsh?i
馬齒莧,馬齒菜,B?-kh?-tsh?i
馬齒莧,豬母奶,Ti-b?-ling
馬齒莧,豬母草,Ti-b?-tsh?u
馬齒莧,豬母菜,Ti-b?-tsh?i
珊瑚藤,珊瑚藤,San-?o-t?n
珊瑚藤,紫苞藤,Ts?-b?o-t?n
海葡萄,木蓼,Ba?k-l?u
海葡萄,樹蓼,Tsh?u-l?u
竹節蓼,扁竹,P?nn-tik
竹節蓼,鵝紅草,G?o-?ng-tsh?u
竹節蓼,扁節蓼,P?nn-tsat-l?u
竹節蓼,節節花,Tsat-tsat-hue
竹節蓼,蜈蚣草,Gi?-kang-tsh?u
竹節蓼,對節草,Tu?-tsat-tsh?u
毛蓼,水辣椒,Tsu?-lua?h-tsio
火炭母草,川七,Tshuan-tshit
火炭母草,紅骨凊飯藤,?ng-kut-tsh?n-pn?g-t?n
火炭母草,凊飯藤,Tsh?n-pn?g-t?n
火炭母草,火炭母草,Hu?-thu?nn-b?-tsh?u
卷莖蓼,蕎麥藤,Ki?-be?h-t?n
虎杖,川七,Tshuan-tshit
虎杖,黃藥仔,N?g-io?h-?
長箭葉蓼,長葉犁壁,Tn?g-hio?h-l?-piah
水蓼,細葉柳葉蓼,S?-hio?h-l?u-hio?h-l?u
水蓼,蓼,L?u
早苗蓼,苦柱,Kh?o-thi?u
長戟葉蓼,鹿蹄草,Lo?k-t?-tsh?u
野蕎麥,蓼,L?u
野蕎麥,蕎麥莧,Ki?-be?h-h?ng
野蕎麥,野蕎麥,I?-ki?-be?h
紅蓼,水紅花,Tsu?-?ng-hue
紅蓼,花草,Hue-tsh?u
